# SEGGER J-Link RTT Viewer V9.42 Terminal Log File
# Compiled: 12:32:47 on May  6 2026
# Logging started @ 11 May 2026 08:38:47
00> 1.0000, 48.1223, 0.0158, 0.0084, 400.0000, 36.64, 59.64, 1
00> 1.0000, 48.1223, 0.0158, 0.0084, 400.0000, 36.64, 59.58, 1
00> 1.0000, 48.1408, 0.0158, 0.0084, 400.0000, 36.64, 59.55, 1
00> 1.0000, 48.1977, 0.0158, 0.0084, 400.0000, 36.67, 59.55, 1
00> 1.0000, 48.2284, 0.0158, 0.0084, 400.0000, 36.68, 59.55, 1
00> 1.0000, 48.2810, 0.0158, 0.0084, 400.0000, 36.68, 59.57, 1
00> 1.0000, 48.3627, 0.0158, 0.0084, 400.0000, 36.67, 59.60, 1
00> 1.0000, 48.4301, 0.0158, 0.0084, 400.0000, 36.67, 59.64, 1
00> 1.0000, 48.4812, 0.0158, 0.0084, 400.0000, 36.64, 59.69, 1
00> 1.0000, 48.4908, 0.0158, 0.0084, 400.0000, 36.64, 59.73, 1
00> 1.0000, 48.4864, 0.0158, 0.0084, 400.0000, 36.66, 59.75, 1
00> 1.0000, 48.4837, 0.0158, 0.0084, 400.0000, 36.66, 59.75, 1
00> 1.0000, 48.4824, 0.0158, 0.0084, 400.0000, 36.66, 59.76, 1
00> 1.0000, 48.4573, 0.0158, 0.0084, 400.0000, 36.66, 59.81, 1
00> 1.0000, 48.4234, 0.0158, 0.0084, 400.0000, 36.66, 59.83, 1
00> 1.0000, 48.4220, 0.0158, 0.0084, 400.0000, 36.67, 59.83, 1
00> 1.0000, 48.4501, 0.0158, 0.0084, 400.0000, 36.70, 59.83, 1
00> 1.0000, 48.4470, 0.0158, 0.0084, 400.0000, 36.74, 59.83, 1
00> 1.0000, 48.4312, 0.0158, 0.0084, 400.0000, 36.73, 59.79, 1
00> 1.0000, 48.4259, 0.0158, 0.0084, 400.0000, 36.73, 59.79, 1
00> 1.0000, 48.4458, 0.0158, 0.0084, 400.0000, 36.75, 59.78, 1
00> 1.0000, 48.4963, 0.0158, 0.0084, 400.0000, 36.74, 59.78, 1
00> 1.0000, 48.4570, 0.0158, 0.0084, 400.0000, 36.74, 59.79, 1
00> 1.0000, 48.4554, 0.0158, 0.0084, 400.0000, 36.75, 59.76, 1
00> 1.0000, 48.4333, 0.0158, 0.0084, 400.0000, 36.75, 59.76, 1
00> 1.0000, 48.4270, 0.0158, 0.0084, 400.0000, 36.77, 59.76, 1
00> 1.0000, 48.4037, 0.0158, 0.0084, 400.0000, 36.77, 59.72, 1
00> 1.0000, 48.3279, 0.0158, 0.0084, 400.0000, 36.77, 59.70, 1
00> 1.0000, 48.2623, 0.0158, 0.0084, 400.0000, 36.78, 59.70, 1
00> 1.0000, 48.2274, 0.0158, 0.0084, 400.0000, 36.77, 59.70, 1
00> 1.0000, 48.1508, 0.0158, 0.0084, 400.0000, 36.78, 59.69, 1
00> 1.0000, 48.1183, 0.0158, 0.0084, 400.0000, 36.75, 59.69, 1
00> 1.0000, 48.0532, 0.0158, 0.0084, 400.0000, 36.77, 59.70, 1
00> 1.0000, 47.9347, 0.0158, 0.0084, 400.0000, 36.80, 59.67, 1
00> 1.0000, 47.8716, 0.0158, 0.0084, 400.0000, 36.77, 59.65, 1
00> 1.0000, 47.8540, 0.0158, 0.0084, 400.0000, 36.78, 59.65, 1
00> 1.0000, 47.7678, 0.0158, 0.0084, 400.0000, 36.80, 59.64, 1
00> 1.0000, 47.7322, 0.0158, 0.0084, 400.0000, 36.80, 59.60, 1
00> 1.0000, 47.7058, 0.0158, 0.0084, 400.0000, 36.80, 59.58, 1
00> 1.0000, 47.6258, 0.0158, 0.0084, 400.0000, 36.80, 59.54, 1
00> 1.0000, 47.5743, 0.0158, 0.0084, 400.0000, 36.80, 59.48, 1
00> 1.0000, 47.4781, 0.0158, 0.0084, 400.0000, 36.81, 59.47, 1
00> 1.0000, 47.3985, 0.0158, 0.0084, 400.0000, 36.82, 59.46, 1
00> 1.0000, 47.3729, 0.0158, 0.0084, 400.0000, 36.81, 59.44, 1
00> 1.0000, 47.3151, 0.0158, 0.0084, 400.0000, 36.82, 59.45, 1
00> 1.0000, 47.2656, 0.0158, 0.0084, 400.0000, 36.84, 59.43, 1
00> 1.0000, 47.2222, 0.0158, 0.0084, 400.0000, 36.84, 59.41, 1
00> 1.0000, 47.1635, 0.0158, 0.0084, 400.0000, 36.84, 59.41, 1
00> 1.0000, 47.1518, 0.0158, 0.0084, 400.0000, 36.84, 59.39, 1
00> 1.0000, 47.1010, 0.0158, 0.0084, 400.0000, 36.84, 59.39, 1
00> 1.0000, 47.0578, 0.0158, 0.0084, 400.0000, 36.84, 59.39, 1
00> 1.0000, 47.0260, 0.0158, 0.0084, 400.0000, 36.85, 59.39, 1
00> 1.0000, 46.9515, 0.0158, 0.0084, 400.0000, 36.85, 59.41, 1
00> 1.0000, 46.8841, 0.0158, 0.0084, 400.0000, 36.85, 59.43, 1
00> 1.0000, 46.8802, 0.0158, 0.0084, 400.0000, 36.85, 59.46, 1
00> 1.0000, 46.8339, 0.0158, 0.0084, 400.0000, 36.84, 59.48, 1
00> 1.0000, 46.8022, 0.0158, 0.0084, 400.0000, 36.85, 59.48, 1
